,datetime,interval_minutes,index,ntp_volume_this_tip_intervalml,A Current,Peaks,Troughs,Peaks_daily_avg,Troughs_daily_avg,A Current_daily_avg,ntp_volume_this_tip_intervalml_daily_avg,pH,sCOD_kg/m3,COD_kg/m3,CH4%,CO2,H2S,TE,TS,VS,TSS,COND,VFA,sample_vol
162,2023-11-12 19:20:00,,1175.0,,52.5,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
163,2023-11-12 19:30:00,,1178.0,,52.508,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
164,2023-11-12 19:30:00,,1177.0,,52.4,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
165,2023-11-12 19:40:00,,1179.0,,52.7,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
166,2023-11-12 19:40:00,,1180.0,,52.356,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
167,2023-11-12 19:50:00,,1181.0,,52.346,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
168,2023-11-12 20:00:00,,28.0,136.3147619047619,52.32,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
169,2023-11-12 20:10:00,,1182.0,,52.5,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
170,2023-11-12 20:10:00,,1183.0,,52.135,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
171,2023-11-12 20:20:00,,1184.0,,51.988,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
172,2023-11-12 20:30:00,,1185.0,,51.868,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
173,2023-11-12 20:40:00,,1186.0,,51.841,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
174,2023-11-12 20:50:00,,1187.0,,51.725,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
175,2023-11-12 21:00:00,,29.0,155.66564102564104,51.578,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
176,2023-11-12 21:10:00,,1188.0,,51.577,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
177,2023-11-12 21:20:00,,1189.0,,51.524,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
